Student Name, Student ID, Time In, Time Out, Tutor Name, Tutor ID, Tutor Time In, Tutor Time Out, Class, Table
Samuel Mcintyre, 009922606, 2020-04-14 14:03:22, 2020-04-14 14:50:57, Emily Terry, 000975929, 2020-04-14 14:02:46, 2020-04-14 15:18:46, MATH 450 Real Analysis, 2
Thomas Walker, 006951663, 2020-04-02 17:06:17, 2020-04-02 17:30:58, Mason Wright, 002583861, 2020-04-02 14:23:59, 2020-04-02 17:35:59, MATH 454 Numerical Analysis, 3
Whitney Dyer, 006376914, 2020-04-02 16:38:06, 2020-04-02 17:30:35, Mason Wright, 002583861, 2020-04-02 14:23:59, 2020-04-02 17:35:59, MATH 440 Topology, 3
Joshua Carr, 005809973, 2020-04-02 14:43:52, 2020-04-02 17:27:07, Mason Wright, 002583861, 2020-04-02 14:23:59, 2020-04-02 17:35:59, CPSC 285 Social and Ethical Issues in Computing, 3
Katrina Simon, 006180260, 2020-04-02 15:57:01, 2020-04-02 17:24:07, Mason Wright, 002583861, 2020-04-02 14:23:59, 2020-04-02 17:35:59, MATH 310 History of Mathematics, 3
Gene Wells, 006617972, 2020-04-02 15:00:51, 2020-04-02 15:02:49, Mason Wright, 002583861, 2020-04-02 14:23:59, 2020-04-02 17:35:59, MATH 208 Foundations of Geometry, 3
Douglas Howard, 002948155, 2020-04-02 16:04:18, 2020-04-02 16:28:17, Mason Wright, 002583861, 2020-04-02 14:23:59, 2020-04-02 17:35:59, MATH 310 History of Mathematics, 3
Norman Williams, 000342954, 2020-04-21 11:35:44, 2020-04-21 14:23:24, Mason Wright, 002583861, 2020-04-21 11:31:26, 2020-04-21 14:46:26, CPSC 350 Data Structures and Algorithms, 6
Michael Anderson, 008606463, 2020-04-21 12:53:09, 2020-04-21 13:53:57, Mason Wright, 002583861, 2020-04-21 11:31:26, 2020-04-21 14:46:26, CPSC 366 Digital Logic Design II, 6
Steven May, 009520696, 2020-04-21 12:54:41, 2020-04-21 12:57:30, Mason Wright, 002583861, 2020-04-21 11:31:26, 2020-04-21 14:46:26, CPSC 370 Topics in Computer Science, 6
Jared Perez, 001688222, 2020-04-21 11:42:59, 2020-04-21 13:39:30, Mason Wright, 002583861, 2020-04-21 11:31:26, 2020-04-21 14:46:26, CPSC 352 Computer Architecture II, 6
Gabrielle Lang, 008275945, 2020-04-21 11:59:15, 2020-04-21 13:55:27, Mason Wright, 002583861, 2020-04-21 11:31:26, 2020-04-21 14:46:26, CPSC 351 Computer Architecture I, 6
Heather Barr, 006425858, 2020-04-21 14:07:23, 2020-04-21 14:46:10, Mason Wright, 002583861, 2020-04-21 11:31:26, 2020-04-21 14:46:26, CPSC 236 Visual Programming, 6
Dawn Holden, 000998139, 2020-04-03 12:35:06, 2020-04-03 12:36:19, Mason Wright, 002583861, 2020-04-03 11:11:42, 2020-04-03 13:09:42, MATH 464 Game Theory I, 9
Alex Stafford, 001492610, 2020-04-03 11:41:40, 2020-04-03 13:03:04, Mason Wright, 002583861, 2020-04-03 11:11:42, 2020-04-03 13:09:42, MATH 108 The Nature of Mathematics, 9
Elizabeth Burnett, 007517594, 2020-04-03 11:48:10, 2020-04-03 12:15:08, Mason Wright, 002583861, 2020-04-03 11:11:42, 2020-04-03 13:09:42, CPSC 458 Web Engineering, 9
Anthony Day, 003288182, 2020-04-03 11:29:34, 2020-04-03 12:05:59, Mason Wright, 002583861, 2020-04-03 11:11:42, 2020-04-03 13:09:42, MATH 370 Special Topics in Mathematics, 9
Joseph Matthews, 002869376, 2020-04-03 11:18:11, 2020-04-03 12:29:04, Mason Wright, 002583861, 2020-04-03 11:11:42, 2020-04-03 13:09:42, CPSC 250 Computer Systems and Assembly Language Programming, 9
Dawn Sullivan, 006279061, 2020-04-03 12:14:36, 2020-04-03 13:02:53, Mason Wright, 002583861, 2020-04-03 11:11:42, 2020-04-03 13:09:42, CPSC 229 Experimental Course, 9
Kevin Lynch, 007423852, 2020-04-15 13:42:06, 2020-04-15 13:43:44, Jesse Marks, 000791487, 2020-04-15 10:19:25, 2020-04-15 13:53:25, CPSC 366 Digital Logic Design II, 12
Stephanie Hawkins, 002711769, 2020-04-15 13:04:05, 2020-04-15 13:27:24, Jesse Marks, 000791487, 2020-04-15 10:19:25, 2020-04-15 13:53:25, MATH 390 Introduction to Differential Geometry, 12
Lisa Taylor, 004731425, 2020-04-15 10:42:58, 2020-04-15 13:28:46, Jesse Marks, 000791487, 2020-04-15 10:19:25, 2020-04-15 13:53:25, MATH 450 Real Analysis, 12
Michelle Grant, 000298300, 2020-04-15 10:24:14, 2020-04-15 12:49:05, Jesse Marks, 000791487, 2020-04-15 10:19:25, 2020-04-15 13:53:25, CPSC 231 Computer Science II, 12
Monique Jennings, 009717855, 2020-04-15 11:59:50, 2020-04-15 13:24:25, Jesse Marks, 000791487, 2020-04-15 10:19:25, 2020-04-15 13:53:25, CPSC 402 Compiler Construction, 12
Tyler Arroyo, 003374430, 2020-04-15 11:59:19, 2020-04-15 12:27:39, Jesse Marks, 000791487, 2020-04-15 10:19:25, 2020-04-15 13:53:25, CPSC 348 Software Engineering, 12
David Osborne, 004375469, 2020-04-07 13:37:41, 2020-04-07 13:58:58, William Peterson, 001496356, 2020-04-07 13:02:30, 2020-04-07 14:14:30, CPSC 360 Computer Graphics, 5
Ryan Howard, 006587355, 2020-04-07 13:42:47, 2020-04-07 14:03:24, William Peterson, 001496356, 2020-04-07 13:02:30, 2020-04-07 14:14:30, MATH 440 Topology, 5
Eric Cantu, 006417417, 2020-04-07 13:33:46, 2020-04-07 13:39:43, William Peterson, 001496356, 2020-04-07 13:02:30, 2020-04-07 14:14:30, MATH 315 Linear Algebra II (Advanced Linear Algebra), 5
Steven Murray, 002573166, 2020-04-07 13:31:57, 2020-04-07 13:56:56, William Peterson, 001496356, 2020-04-07 13:02:30, 2020-04-07 14:14:30, CPSC 308 Enterprise Data Management, 5
Jesse Holmes, 009936847, 2020-04-07 13:53:18, 2020-04-07 13:57:50, William Peterson, 001496356, 2020-04-07 13:02:30, 2020-04-07 14:14:30, CPSC 458 Web Engineering, 5
Tracey Johnston, 000175636, 2020-04-07 13:22:54, 2020-04-07 14:10:35, William Peterson, 001496356, 2020-04-07 13:02:30, 2020-04-07 14:14:30, MATH 098 Elementary Algebra, 5
James Smith, 002199317, 2020-03-27 14:35:35, 2020-03-27 15:08:40, William Peterson, 001496356, 2020-03-27 12:25:31, 2020-03-27 15:15:31, CPSC 408 Database Management, 6
Sarah Reyes, 009618233, 2020-03-27 14:03:56, 2020-03-27 14:50:20, William Peterson, 001496356, 2020-03-27 12:25:31, 2020-03-27 15:15:31, CPSC 358 Assistive Technology, 6
Anthony Reed, 000636094, 2020-03-27 15:06:55, 2020-03-27 15:13:08, William Peterson, 001496356, 2020-03-27 12:25:31, 2020-03-27 15:15:31, MATH 481 Economic Systems Design I: Principles and Experiments, 6
Johnathan Garcia, 005572981, 2020-03-27 15:05:09, 2020-03-27 15:11:33, William Peterson, 001496356, 2020-03-27 12:25:31, 2020-03-27 15:15:31, CPSC 366 Digital Logic Design II, 6
Jamie Daugherty, 001402926, 2020-03-27 12:42:12, 2020-03-27 12:54:58, William Peterson, 001496356, 2020-03-27 12:25:31, 2020-03-27 15:15:31, CPSC 231 Computer Science II, 6
Daniel Bartlett, 005368818, 2020-03-27 13:30:22, 2020-03-27 14:44:57, William Peterson, 001496356, 2020-03-27 12:25:31, 2020-03-27 15:15:31, MATH 280 Mathematics Tutoring, 6
Lori Boyer, 006461985, 2020-04-02 13:58:35, 2020-04-02 14:29:13, William Peterson, 001496356, 2020-04-02 13:19:58, 2020-04-02 14:57:58, CPSC 330L Lab - Digital Logic Design I, 14
Jennifer Smith, 007357607, 2020-04-02 13:31:06, 2020-04-02 14:32:14, William Peterson, 001496356, 2020-04-02 13:19:58, 2020-04-02 14:57:58, CPSC 350 Data Structures and Algorithms, 14
Thomas Perez, 006736347, 2020-04-02 13:20:51, 2020-04-02 14:37:53, William Peterson, 001496356, 2020-04-02 13:19:58, 2020-04-02 14:57:58, CPSC 366 Digital Logic Design II, 14
Jacob Cantu, 004579281, 2020-04-02 13:38:05, 2020-04-02 14:00:56, William Peterson, 001496356, 2020-04-02 13:19:58, 2020-04-02 14:57:58, CPSC 320 Quantum Information Science, 14
Linda Cannon, 001025059, 2020-04-02 13:31:26, 2020-04-02 14:13:32, William Peterson, 001496356, 2020-04-02 13:19:58, 2020-04-02 14:57:58, CPSC 390 Artificial Intelligence, 14
Peter Cobb, 007636732, 2020-04-02 14:37:32, 2020-04-02 14:50:24, William Peterson, 001496356, 2020-04-02 13:19:58, 2020-04-02 14:57:58, CPSC 390 Artificial Intelligence, 14
Ryan Schultz, 003528899, 2020-04-21 16:25:50, 2020-04-21 16:32:54, William Peterson, 001496356, 2020-04-21 14:04:52, 2020-04-21 16:47:52, CPSC 458 Web Engineering, 3
John Stein, 009793970, 2020-04-21 16:06:09, 2020-04-21 16:47:30, William Peterson, 001496356, 2020-04-21 14:04:52, 2020-04-21 16:47:52, CPSC 351 Computer Architecture I, 3
John Sawyer, 005830002, 2020-04-21 15:40:35, 2020-04-21 16:21:02, William Peterson, 001496356, 2020-04-21 14:04:52, 2020-04-21 16:47:52, MATH 215 Introduction to Linear Algebra and Differential Equations, 3
Trevor Lee, 009318645, 2020-04-21 16:41:10, 2020-04-21 16:47:03, William Peterson, 001496356, 2020-04-21 14:04:52, 2020-04-21 16:47:52, MATH 199 Individual Study, 3
Meghan Mcdonald, 005857675, 2020-04-21 15:49:33, 2020-04-21 16:14:42, William Peterson, 001496356, 2020-04-21 14:04:52, 2020-04-21 16:47:52, MATH 454 Numerical Analysis, 3
Jason Richardson, 002312678, 2020-04-21 16:16:29, 2020-04-21 16:20:03, William Peterson, 001496356, 2020-04-21 14:04:52, 2020-04-21 16:47:52, MATH 454 Numerical Analysis, 3
Carl Jacobs, 002874688, 2020-03-27 12:35:24, 2020-03-27 12:37:42, Brandon Sullivan, 001699683, 2020-03-27 11:59:56, 2020-03-27 14:50:56, MATH 208 Foundations of Geometry, 9
Christopher Johnson, 007036954, 2020-03-27 14:10:32, 2020-03-27 14:25:21, Brandon Sullivan, 001699683, 2020-03-27 11:59:56, 2020-03-27 14:50:56, MATH 220 Scientific Computing I, 9
Steven Rodriguez, 003909852, 2020-03-27 13:36:40, 2020-03-27 14:19:44, Brandon Sullivan, 001699683, 2020-03-27 11:59:56, 2020-03-27 14:50:56, CPSC 499 Individual Study, 9
Jeremy Lawrence, 007436685, 2020-03-27 14:01:59, 2020-03-27 14:34:49, Brandon Sullivan, 001699683, 2020-03-27 11:59:56, 2020-03-27 14:50:56, CPSC 399 Individual Study, 9
Bryan Kaiser, 001025997, 2020-03-27 14:44:24, 2020-03-27 14:46:06, Brandon Sullivan, 001699683, 2020-03-27 11:59:56, 2020-03-27 14:50:56, MATH 460 Modern Algebra, 9
Catherine Walls, 007656016, 2020-03-27 13:32:06, 2020-03-27 14:00:25, Brandon Sullivan, 001699683, 2020-03-27 11:59:56, 2020-03-27 14:50:56, CPSC 466 Integrated Circuit Design II, 9
Leah Lopez, 004615459, 2020-04-09 12:04:46, 2020-04-09 12:56:03, Brandon Sullivan, 001699683, 2020-04-09 12:04:15, 2020-04-09 14:06:15, CPSC 465 Integrated Circuit Design I, 1
Evan Simpson, 008805880, 2020-04-09 13:47:50, 2020-04-09 13:48:37, Brandon Sullivan, 001699683, 2020-04-09 12:04:15, 2020-04-09 14:06:15, CPSC 406 Algorithm Analysis, 1
Anna Moses, 000452519, 2020-04-09 13:50:18, 2020-04-09 14:03:22, Brandon Sullivan, 001699683, 2020-04-09 12:04:15, 2020-04-09 14:06:15, CPSC 435 BioMedical Informatics, 1
David Johnson, 001491819, 2020-04-09 13:19:16, 2020-04-09 13:25:54, Brandon Sullivan, 001699683, 2020-04-09 12:04:15, 2020-04-09 14:06:15, CPSC 236 Visual Programming, 1
Raymond Lynch, 003518323, 2020-04-09 12:57:44, 2020-04-09 13:48:12, Brandon Sullivan, 001699683, 2020-04-09 12:04:15, 2020-04-09 14:06:15, MATH 481 Economic Systems Design I: Principles and Experiments, 1
Jason Clayton, 007524583, 2020-04-09 13:29:45, 2020-04-09 14:00:22, Brandon Sullivan, 001699683, 2020-04-09 12:04:15, 2020-04-09 14:06:15, CPSC 320 Quantum Information Science, 1
Austin Carr, 004801545, 2020-04-02 13:37:00, 2020-04-02 15:16:42, Brandon Sullivan, 001699683, 2020-04-02 12:50:47, 2020-04-02 16:10:47, CPSC 291 Student-Faculty Research/Creative Activity, 9
Michael Cole, 004124388, 2020-04-02 15:43:17, 2020-04-02 16:05:10, Brandon Sullivan, 001699683, 2020-04-02 12:50:47, 2020-04-02 16:10:47, MATH 299 Individual Study, 9
Tiffany Barajas, 006886119, 2020-04-02 13:03:36, 2020-04-02 15:23:14, Brandon Sullivan, 001699683, 2020-04-02 12:50:47, 2020-04-02 16:10:47, MATH 440 Topology, 9
Mary Little, 002436400, 2020-04-02 13:15:06, 2020-04-02 15:11:33, Brandon Sullivan, 001699683, 2020-04-02 12:50:47, 2020-04-02 16:10:47, CPSC 354 Programming Languages, 9
Krista Wright, 004155840, 2020-04-02 15:20:06, 2020-04-02 15:29:56, Brandon Sullivan, 001699683, 2020-04-02 12:50:47, 2020-04-02 16:10:47, MATH 115 Calculus Part I: Differentiation and Integration, 9
Juan Perez, 008249066, 2020-04-02 15:14:03, 2020-04-02 16:04:50, Brandon Sullivan, 001699683, 2020-04-02 12:50:47, 2020-04-02 16:10:47, CPSC 408 Database Management, 9
John Parker, 002803760, 2020-04-14 12:53:00, 2020-04-14 13:35:49, Brandon Sullivan, 001699683, 2020-04-14 11:27:53, 2020-04-14 13:47:53, MATH 303 Biostatistics, 2
David Wright, 002270586, 2020-04-14 13:36:31, 2020-04-14 13:40:37, Brandon Sullivan, 001699683, 2020-04-14 11:27:53, 2020-04-14 13:47:53, MATH 111 Single Variable Calculus II, 2
Jenna Dickerson, 004466702, 2020-04-14 12:03:55, 2020-04-14 12:38:24, Brandon Sullivan, 001699683, 2020-04-14 11:27:53, 2020-04-14 13:47:53, CPSC 380 Operating Systems, 2
Jacob Bird, 005332342, 2020-04-14 12:09:05, 2020-04-14 13:25:37, Brandon Sullivan, 001699683, 2020-04-14 11:27:53, 2020-04-14 13:47:53, CPSC 308 Enterprise Data Management, 2
Katherine Anderson, 008023623, 2020-04-14 13:08:13, 2020-04-14 13:38:07, Brandon Sullivan, 001699683, 2020-04-14 11:27:53, 2020-04-14 13:47:53, CPSC 408 Database Management, 2
Kristy Boone, 009238407, 2020-04-14 12:52:51, 2020-04-14 13:04:51, Brandon Sullivan, 001699683, 2020-04-14 11:27:53, 2020-04-14 13:47:53, MATH 211 Linear Algebra, 2
Shannon Hill, 001801036, 2020-04-02 12:29:55, 2020-04-02 12:30:38, Bryan Jackson, 008636887, 2020-04-02 10:52:26, 2020-04-02 13:50:26, CPSC 290 Independent Internship, 2
John Clark, 006564129, 2020-04-02 11:34:50, 2020-04-02 11:52:45, Bryan Jackson, 008636887, 2020-04-02 10:52:26, 2020-04-02 13:50:26, CPSC 244 Level Design I, 2
Jennifer Prince, 000081737, 2020-04-02 13:20:23, 2020-04-02 13:20:52, Bryan Jackson, 008636887, 2020-04-02 10:52:26, 2020-04-02 13:50:26, CPSC 330L Lab - Digital Logic Design I, 2
Michael Howard, 002984092, 2020-04-02 12:29:34, 2020-04-02 12:51:28, Bryan Jackson, 008636887, 2020-04-02 10:52:26, 2020-04-02 13:50:26, MATH 350 Differential Equations, 2
Charlotte Morgan, 004842073, 2020-04-02 12:06:11, 2020-04-02 13:03:31, Bryan Jackson, 008636887, 2020-04-02 10:52:26, 2020-04-02 13:50:26, CPSC 242 Introduction to the Game Industry, 2
Melissa Morrison, 004727455, 2020-04-02 13:49:20, 2020-04-02 13:49:45, Bryan Jackson, 008636887, 2020-04-02 10:52:26, 2020-04-02 13:50:26, CPSC 380 Operating Systems, 2
Ryan Baker, 009684933, 2020-04-15 12:55:13, 2020-04-15 13:01:49, Bryan Jackson, 008636887, 2020-04-15 12:23:13, 2020-04-15 13:39:13, CPSC 236 Visual Programming, 14
Mary Holland, 002829888, 2020-04-15 12:54:56, 2020-04-15 13:05:31, Bryan Jackson, 008636887, 2020-04-15 12:23:13, 2020-04-15 13:39:13, CPSC 408 Database Management, 14
Kristine Lee, 005464780, 2020-04-15 12:55:47, 2020-04-15 13:11:38, Bryan Jackson, 008636887, 2020-04-15 12:23:13, 2020-04-15 13:39:13, CPSC 244 Level Design I, 14
Melissa Werner, 004710391, 2020-04-15 13:34:33, 2020-04-15 13:38:42, Bryan Jackson, 008636887, 2020-04-15 12:23:13, 2020-04-15 13:39:13, CPSC 435 BioMedical Informatics, 14
Lisa Smith, 000329259, 2020-04-15 12:40:45, 2020-04-15 13:22:17, Bryan Jackson, 008636887, 2020-04-15 12:23:13, 2020-04-15 13:39:13, MATH 220 Scientific Computing I, 14
Madeline Rodgers, 000092436, 2020-04-15 12:23:25, 2020-04-15 13:24:52, Bryan Jackson, 008636887, 2020-04-15 12:23:13, 2020-04-15 13:39:13, CPSC 244 Level Design I, 14
Tyler Hernandez, 005363522, 2020-04-09 14:01:14, 2020-04-09 14:01:23, Michele Miller, 006102098, 2020-04-09 12:42:36, 2020-04-09 14:20:36, CPSC 356 Android Application Development, 10
Ryan Munoz, 009869300, 2020-04-09 13:25:02, 2020-04-09 13:29:45, Michele Miller, 006102098, 2020-04-09 12:42:36, 2020-04-09 14:20:36, CPSC 308 Enterprise Data Management, 10
Jaime Brown, 002816459, 2020-04-09 14:13:34, 2020-04-09 14:14:43, Michele Miller, 006102098, 2020-04-09 12:42:36, 2020-04-09 14:20:36, MATH 110 Single Variable Calculus I, 10
Joseph Brewer, 002547795, 2020-04-09 14:03:31, 2020-04-09 14:04:37, Michele Miller, 006102098, 2020-04-09 12:42:36, 2020-04-09 14:20:36, MATH 360 Probability Theory, 10
Cathy Fisher, 007218486, 2020-04-09 13:49:46, 2020-04-09 13:55:06, Michele Miller, 006102098, 2020-04-09 12:42:36, 2020-04-09 14:20:36, CPSC 344 Level Design II, 10
Mary Francis, 002962191, 2020-04-09 13:41:16, 2020-04-09 13:42:19, Michele Miller, 006102098, 2020-04-09 12:42:36, 2020-04-09 14:20:36, MATH 290 Independent Internship, 10
Mandy Pham, 001644158, 2020-04-10 15:09:13, 2020-04-10 15:57:08, Michele Miller, 006102098, 2020-04-10 13:57:00, 2020-04-10 16:24:00, CPSC 308 Enterprise Data Management, 9
Paul Levine, 000090216, 2020-04-10 14:51:03, 2020-04-10 15:13:35, Michele Miller, 006102098, 2020-04-10 13:57:00, 2020-04-10 16:24:00, MATH 454 Numerical Analysis, 9
Brandon Gutierrez, 000521693, 2020-04-10 16:20:25, 2020-04-10 16:23:04, Michele Miller, 006102098, 2020-04-10 13:57:00, 2020-04-10 16:24:00, MATH 098 Elementary Algebra, 9
Richard Mcclain, 000096284, 2020-04-10 15:36:40, 2020-04-10 15:38:59, Michele Miller, 006102098, 2020-04-10 13:57:00, 2020-04-10 16:24:00, CPSC 360 Computer Graphics, 9
Dawn Chapman, 008078282, 2020-04-10 15:08:47, 2020-04-10 15:50:01, Michele Miller, 006102098, 2020-04-10 13:57:00, 2020-04-10 16:24:00, CPSC 402 Compiler Construction, 9
Jason Cohen, 002197444, 2020-04-10 15:23:31, 2020-04-10 16:22:35, Michele Miller, 006102098, 2020-04-10 13:57:00, 2020-04-10 16:24:00, MATH 250 Discrete Mathematics I, 9
Jamie Hayes, 005259115, 2020-03-27 15:32:10, 2020-03-27 16:33:17, Michele Miller, 006102098, 2020-03-27 14:39:36, 2020-03-27 17:59:36, CPSC 340 Game Development, 8
Samuel Frank, 007788115, 2020-03-27 16:39:06, 2020-03-27 17:12:55, Michele Miller, 006102098, 2020-03-27 14:39:36, 2020-03-27 17:59:36, MATH 108 The Nature of Mathematics, 8
Douglas Ross, 008786813, 2020-03-27 17:57:43, 2020-03-27 17:59:27, Michele Miller, 006102098, 2020-03-27 14:39:36, 2020-03-27 17:59:36, CPSC 244 Level Design I, 8
Patrick Cunningham, 008521220, 2020-03-27 15:10:07, 2020-03-27 17:23:42, Michele Miller, 006102098, 2020-03-27 14:39:36, 2020-03-27 17:59:36, CPSC 291 Student-Faculty Research/Creative Activity, 8
Richard Briggs, 001849457, 2020-03-27 15:27:24, 2020-03-27 17:26:56, Michele Miller, 006102098, 2020-03-27 14:39:36, 2020-03-27 17:59:36, CPSC 330 Digital Logic Design I, 8
Jessica Harrington, 009785380, 2020-03-27 17:26:17, 2020-03-27 17:49:16, Michele Miller, 006102098, 2020-03-27 14:39:36, 2020-03-27 17:59:36, MATH 451 Complex Analysis, 8
Terri Hudson, 009380881, 2020-04-17 12:13:47, 2020-04-17 12:46:14, Michael Sparks, 000391715, 2020-04-17 10:13:52, 2020-04-17 13:47:52, MATH 111 Single Variable Calculus II, 13
Katelyn Khan, 000525477, 2020-04-17 12:42:54, 2020-04-17 13:37:13, Michael Sparks, 000391715, 2020-04-17 10:13:52, 2020-04-17 13:47:52, CPSC 392 Introduction to Data Science, 13
Kathleen Castillo, 006037520, 2020-04-17 13:38:34, 2020-04-17 13:47:34, Michael Sparks, 000391715, 2020-04-17 10:13:52, 2020-04-17 13:47:52, CPSC 250 Computer Systems and Assembly Language Programming, 13
Jasmine Lutz, 002649730, 2020-04-17 12:34:53, 2020-04-17 13:24:00, Michael Sparks, 000391715, 2020-04-17 10:13:52, 2020-04-17 13:47:52, MATH 303 Biostatistics, 13
Tiffany Bradley, 009297595, 2020-04-17 11:47:54, 2020-04-17 12:18:57, Michael Sparks, 000391715, 2020-04-17 10:13:52, 2020-04-17 13:47:52, CPSC 458 Web Engineering, 13
Kenneth Lewis, 002866356, 2020-04-17 11:51:21, 2020-04-17 13:21:06, Michael Sparks, 000391715, 2020-04-17 10:13:52, 2020-04-17 13:47:52, MATH 250 Discrete Mathematics I, 13
James Anthony, 008734648, 2020-03-31 14:38:21, 2020-03-31 15:16:12, Michael Sparks, 000391715, 2020-03-31 14:37:44, 2020-03-31 16:46:44, MATH 215 Introduction to Linear Algebra and Differential Equations, 11
Melanie Ellis, 005003392, 2020-03-31 15:37:49, 2020-03-31 16:07:11, Michael Sparks, 000391715, 2020-03-31 14:37:44, 2020-03-31 16:46:44, MATH 370 Special Topics in Mathematics, 11
Brian Melendez, 004847656, 2020-03-31 16:06:56, 2020-03-31 16:11:09, Michael Sparks, 000391715, 2020-03-31 14:37:44, 2020-03-31 16:46:44, CPSC 465 Integrated Circuit Design I, 11
Kyle Nolan, 000524987, 2020-03-31 15:14:23, 2020-03-31 16:09:25, Michael Sparks, 000391715, 2020-03-31 14:37:44, 2020-03-31 16:46:44, CPSC 390 Artificial Intelligence, 11
Veronica Bond, 007531118, 2020-03-31 15:43:01, 2020-03-31 16:46:39, Michael Sparks, 000391715, 2020-03-31 14:37:44, 2020-03-31 16:46:44, CPSC 445 High Performance Computing, 11
Andrew Kramer, 009859193, 2020-03-31 14:39:02, 2020-03-31 16:27:18, Michael Sparks, 000391715, 2020-03-31 14:37:44, 2020-03-31 16:46:44, MATH 110 Single Variable Calculus I, 11
Regina Garza, 009983442, 2020-04-02 13:49:41, 2020-04-02 13:54:30, Michael Sparks, 000391715, 2020-04-02 12:45:48, 2020-04-02 14:04:48, MATH 110 Single Variable Calculus I, 11
Dustin Jensen, 003223474, 2020-04-02 13:34:06, 2020-04-02 13:43:53, Michael Sparks, 000391715, 2020-04-02 12:45:48, 2020-04-02 14:04:48, CPSC 370 Topics in Computer Science, 11
Andre Medina, 003126239, 2020-04-02 13:52:15, 2020-04-02 13:53:47, Michael Sparks, 000391715, 2020-04-02 12:45:48, 2020-04-02 14:04:48, MATH 361 Mathematical Statistics, 11
Jill Smith, 007241949, 2020-04-02 12:47:16, 2020-04-02 13:58:38, Michael Sparks, 000391715, 2020-04-02 12:45:48, 2020-04-02 14:04:48, CPSC 435 BioMedical Informatics, 11
Todd Williams, 002390622, 2020-04-02 12:56:34, 2020-04-02 13:33:53, Michael Sparks, 000391715, 2020-04-02 12:45:48, 2020-04-02 14:04:48, CPSC 408 Database Management, 11
Shelia Walsh, 005327573, 2020-04-02 13:41:54, 2020-04-02 14:02:53, Michael Sparks, 000391715, 2020-04-02 12:45:48, 2020-04-02 14:04:48, CPSC 351 Computer Architecture I, 11
Philip Thompson, 005894348, 2020-04-09 14:43:17, 2020-04-09 15:27:32, Michael Sparks, 000391715, 2020-04-09 12:15:38, 2020-04-09 15:43:38, CPSC 351 Computer Architecture I, 9
Roberto Kemp, 001918272, 2020-04-09 14:08:04, 2020-04-09 14:36:39, Michael Sparks, 000391715, 2020-04-09 12:15:38, 2020-04-09 15:43:38, CPSC 370 Topics in Computer Science, 9
Nicholas Williams, 008321475, 2020-04-09 14:20:03, 2020-04-09 14:56:25, Michael Sparks, 000391715, 2020-04-09 12:15:38, 2020-04-09 15:43:38, MATH 350 Differential Equations, 9
Diana Torres, 006682892, 2020-04-09 14:25:28, 2020-04-09 15:04:17, Michael Sparks, 000391715, 2020-04-09 12:15:38, 2020-04-09 15:43:38, CPSC 465 Integrated Circuit Design I, 9
Peter Miller, 007896373, 2020-04-09 12:35:45, 2020-04-09 15:00:57, Michael Sparks, 000391715, 2020-04-09 12:15:38, 2020-04-09 15:43:38, CPSC 291 Student-Faculty Research/Creative Activity, 9
James Allen, 008618720, 2020-04-09 13:01:49, 2020-04-09 14:20:20, Michael Sparks, 000391715, 2020-04-09 12:15:38, 2020-04-09 15:43:38, CPSC 453 Network Implementation and Security, 9
Caroline Hancock, 009389896, 2020-04-02 18:16:40, 2020-04-02 18:20:36, Carmen Russell, 008383371, 2020-04-02 14:53:52, 2020-04-02 18:20:52, CPSC 430 Computational Economics, 12
Jacqueline Johnson, 004790553, 2020-04-02 17:48:58, 2020-04-02 18:13:50, Carmen Russell, 008383371, 2020-04-02 14:53:52, 2020-04-02 18:20:52, MATH 370 Special Topics in Mathematics, 12
Joel Ruiz, 003738302, 2020-04-02 15:43:40, 2020-04-02 16:01:23, Carmen Russell, 008383371, 2020-04-02 14:53:52, 2020-04-02 18:20:52, MATH 464 Game Theory I, 12
Christina Serrano, 009446541, 2020-04-02 18:05:43, 2020-04-02 18:19:32, Carmen Russell, 008383371, 2020-04-02 14:53:52, 2020-04-02 18:20:52, MATH 370 Special Topics in Mathematics, 12
Sandra Allen, 005991326, 2020-04-02 18:00:27, 2020-04-02 18:18:29, Carmen Russell, 008383371, 2020-04-02 14:53:52, 2020-04-02 18:20:52, CPSC 393 Machine Learning, 12
Darrell Morris, 000742852, 2020-04-02 15:26:29, 2020-04-02 18:12:15, Carmen Russell, 008383371, 2020-04-02 14:53:52, 2020-04-02 18:20:52, CPSC 242 Introduction to the Game Industry, 12
Keith Stanley, 006660271, 2020-04-21 15:24:54, 2020-04-21 17:18:04, Carmen Russell, 008383371, 2020-04-21 14:41:45, 2020-04-21 17:59:45, CPSC 360 Computer Graphics, 9
Edgar Armstrong, 008397529, 2020-04-21 16:07:50, 2020-04-21 17:45:52, Carmen Russell, 008383371, 2020-04-21 14:41:45, 2020-04-21 17:59:45, CPSC 392 Introduction to Data Science, 9
Rodney White, 004312278, 2020-04-21 16:06:23, 2020-04-21 17:36:40, Carmen Russell, 008383371, 2020-04-21 14:41:45, 2020-04-21 17:59:45, CPSC 330L Lab - Digital Logic Design I, 9
Craig Sanchez, 000479151, 2020-04-21 17:45:51, 2020-04-21 17:46:43, Carmen Russell, 008383371, 2020-04-21 14:41:45, 2020-04-21 17:59:45, CPSC 299 Individual Study, 9
